	astro|GSM1901309|8yo_ctx	astro|GSM1901310|13yo_ctx	astro|GSM1901314|35yo_ctx	astro|GSM1901317|53yo_ctx	myeloid|GSM1901339|45yo_ctx	myeloid|GSM1901340|51yo_ctx	myeloid|GSM1901341|63_yo_ctx	oligo|GSM1901334|22yo_ctx	oligo|GSM1901335|63yo_ctx_A	oligo|GSM1901337|47yo_ctx	dopamine|GSM2027430|VTA	dopamine|GSM2027431|VTA	dopamine|GSM2027423|SNc	motor|88_Control_GSM1977034	motor|GSM2027414|spinal	motor|Spinal_motor_neuron_control_rep5_GSM3615504
ENSG00000254560.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254561.4	0	0	0	0	0	0.09	0	0.3	0	0.44	0	0	2	0	0	0.75
ENSG00000254562.7	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
ENSG00000254563.1	2.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254564.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254565.1	0	0	0	0.33	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254566.1	0	0	0.85	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254567.2	0.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254568.1	0.69	0	0	0	0	0	0	2.07	0	0	0	1	0	0	0	0
ENSG00000254569.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254571.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254572.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254573.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254574.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254575.2	3.03	4.65	3.99	6.64	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000254576.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254577.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254578.1	1.55	4.33	7.34	3.81	0	2.03	4.22	4.86	0.07	1.83	12.52	36.02	42.83	3	30	13
ENSG00000254579.2	1.96	1.97	0.31	0.89	0	0.05	0.25	2.07	0	0.68	1	6	18	0	0	0
ENSG00000254580.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254581.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254582.1	0	0.7	4.48	3.12	0	0	0.45	1.26	0.35	2.78	0	0	0	1	0	0
ENSG00000254583.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254584.2	0.81	0.75	1.35	0.44	0	0	0	0	0	0	5	3	2	0	17.07	3.27
ENSG00000254585.5	0	0	0	0.06	0	0	0	0	0.07	0.99	51	137	158	55	9	0
ENSG00000254586.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254587.2	0	0.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254588.1	0	0	0	0	0	0	0	0	0.64	0	0	0	0	0	0	0
ENSG00000254589.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0
ENSG00000254590.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254591.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254592.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254593.1	0	0.45	0	0.4	0	0	0	0	0.22	0	0	0	0	0	0	0
ENSG00000254594.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254595.1	1.56	7.68	20.55	6.28	3.96	3.19	2.05	4.62	8	5.09	0	6	0	0	0	0
ENSG00000254596.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254598.2	0.63	1.06	1.89	0.9	1.13	0	0.17	0.46	0.19	0	0	0	0	17.2	0	0
ENSG00000254599.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254601.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254602.2	0.1	0	0.95	0.45	0	0	0	0	0.17	2.33	0	0	0	0	0	0
ENSG00000254603.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254604.1	8.2	6.46	10.13	2.5	8.63	0.51	2.93	0	0.47	2.45	4	0	11	0	0	0
ENSG00000254605.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
ENSG00000254606.1	0	0	1.04	0	0	0	0.36	0	0.28	0	0	0	0	0	0	0
ENSG00000254607.2	0	0	0	0	0	0	0	2.79	1.59	2.12	0	3	0	0	0	0
ENSG00000254609.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254610.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254612.2	0	1.61	0	0	1.77	0.32	0.37	0	0.29	0	0	0	0	0	0	0
ENSG00000254613.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254614.2	3.46	3.35	4.16	0.92	0	0.61	0	0	0	0	1	0	0	33	7	0
ENSG00000254615.3	1.16	1.95	1.17	3.34	15.54	8.25	14.79	5.78	1.72	5.47	0	0	0	48	9	21
ENSG00000254616.1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254617.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254618.1	0.15	0	4.19	0	0	2.03	2.42	0	0.71	0	0	0	0	0.13	0	0
ENSG00000254619.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254620.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254621.1	1.48	0.61	0	1.63	0	0.34	0	0	0	0	0	0	0	0	0	0
ENSG00000254622.1	0.26	0.47	0.87	0.55	0.96	0.17	0.41	0	0	0.42	0	7	0	0	0	0
ENSG00000254623.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254624.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254625.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254626.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254627.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254629.1	0	0.22	0	0.58	0	0	0.29	0.4	2.48	0.87	0	1	0	1	8	0
ENSG00000254630.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254631.5	0	0	0	0	0	0	0	0	0	0	2	8	0.73	0	0	0
ENSG00000254632.2	0.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254633.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254634.4	0.54	0.83	3.36	1.36	2.47	3.75	2.26	0.84	0.66	1.74	0	3.33	0	0	0	0
ENSG00000254635.6	1.81	4.61	2.84	3.66	1.44	2.3	1.95	1.06	2.31	2.42	22.63	61.17	107.41	68.14	33.26	35.19
ENSG00000254636.1	0	0	0	0	0	0.28	0	0	0.5	0	0	0	0	3	1	6
ENSG00000254637.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254638.1	0	0	0	0	0	0.44	0	0	0	0	0	0	0	0	0	0
ENSG00000254639.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254641.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254642.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254644.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254645.2	0	0.52	0	1.07	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254646.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254647.6	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0
ENSG00000254648.1	0	0	0	0.29	0	0.18	1.72	0	0.33	0	0	0	0	0	0	0
ENSG00000254649.1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000254650.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254651.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254653.1	0	0	2.12	1.38	7.17	0	0.49	0	0.78	0	0	1	0	0	0	0
ENSG00000254654.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254655.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254656.2	0	0	0	0	0	0	0	0	0	0	36	78	69	23	10	16
ENSG00000254658.3	0	0	0	0	0	0	0	0.42	0	0	0	0	0	0	0	0
ENSG00000254659.3	0	0	0.78	0	0	0	0.27	0	0	0	0	0	0	0	0	0
ENSG00000254660.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254661.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254662.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254663.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254664.1	0	0.85	0	0	0	0	1.08	1.53	0	0	0	0	0	0	0	0
ENSG00000254665.1	9.32	10.8	0	3.29	0	2.2	3.04	2.18	0.07	1.26	3	22	28.86	2.21	13.69	0
ENSG00000254668.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254669.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254670.1	1.08	0.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254672.1	1.55	1.36	0.77	1.47	0	0	0	1.54	1.34	0	0	0	2	0	0	0
ENSG00000254673.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254674.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254675.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254676.1	0	0	0	1.16	0	0.49	1.42	0	0.44	1.17	0	0	0	0	0	1
ENSG00000254677.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254678.1	0	0	0	3.22	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254680.1	1.61	1.69	1.11	0	0	0	0.68	5.29	0	0	0	0	8.31	0	0	0
ENSG00000254681.6	0	0	0	0.43	0	0.38	0	0	0.35	0	0.93	4.79	5.19	0	0	0
ENSG00000254682.1	12.11	6.8	6.54	4.63	2	0.36	0.83	7.02	4.54	4.3	0	15	6	10	0	0
ENSG00000254683.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254684.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254685.6	7.02	3.97	9.2	6.83	4.71	3.98	1.87	8.25	1.79	8.94	2	9	12	20	1	9
ENSG00000254686.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000254687.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254688.1	0	0	0	0.99	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254689.3	0.53	1.68	0.75	0.17	0	0	0	0	0.61	0.81	0	1	3	1	0	0
ENSG00000254690.1	0.2	0	0	0	0	0	0	0	0	0	8.04	24.65	26.63	1.5	17.4	23.81
ENSG00000254691.1	0	0	0	0	0	0.49	0	0	0	0	0	0	0	0	0	0
ENSG00000254692.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254693.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254694.1	3.11	0.99	0	0	6.33	1.1	1.21	0	1.05	0	0	0	0	0	0	0
ENSG00000254695.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254697.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254698.1	0	0.68	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000254699.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254700.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254701.3	5.66	8.86	10.35	9.82	4.59	0.82	9.22	5.15	8.97	13.94	0	0	1.08	0	0	0
ENSG00000254702.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254703.2	0	0	0	0	0	0.16	0.55	0	0	0	0	0	0	0	0	0
ENSG00000254704.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254705.1	0	0	0.5	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000254706.3	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254707.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254708.1	1.47	0.68	0.83	2.4	0	0	0	0.82	2.46	2.99	0	0	0	0	0	0
ENSG00000254709.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254710.2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000254712.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254713.2	0	0	0	0	0	0.22	0	0	0	0.54	0	0	0	0	0	0
ENSG00000254714.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254715.3	2.92	5.05	6.94	3.07	0	0	0	0	3.42	2.24	2	24	0	0	0	0
ENSG00000254717.2	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
ENSG00000254718.6	0.1	1.46	0.53	0.78	0	0.06	0	0	0	0	0	0	0	0	0	0
ENSG00000254719.1	12.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254720.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254721.1	4.7	1.2	0.62	0.7	1.85	2.86	4.47	1.08	1.62	0.79	5	30.4	18	228.92	4	2
ENSG00000254722.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254723.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254724.1	0	0	0	0	0	0.65	0	0	0	0.52	0	0	0	0	0	0
ENSG00000254725.1	0	1.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254726.3	0.32	0.1	0.18	0.04	0.15	0	0.13	0.27	0.33	0.64	0	0	0	0	1	7
ENSG00000254727.1	0	0	1.03	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000254728.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254730.1	0	1.35	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000254731.1	0	0.68	4.96	2.51	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000254732.1	0	0	0	0	0	0	0	0	0	0	3.17	0	39.44	50.63	1.67	0
ENSG00000254733.1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ENSG00000254734.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254735.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254736.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254737.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254738.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254739.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254740.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254741.1	2.18	0	0	0	0	0.76	0	0	0	0	0	0	0	15.09	0	0
ENSG00000254743.1	0	0	0	0.53	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000254744.3	0	0	3.84	0	0	0	0	0	0.42	0	0	1.91	0	1	0	0
ENSG00000254746.6	0	0.05	0	0	0	0	0	0	0	0	0	0	6	0	0	0
ENSG00000254747.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254748.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254749.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254750.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254751.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254752.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254753.1	0	0.4	1.47	2.89	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254754.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254755.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254756.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254757.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000254758.1	1.65	0	1.86	1.21	0	0	0	0	0	0.9	0	0	0	0	0	0
ENSG00000254759.1	0.29	0	0.66	0	0	0	0	0	0	0	0	0	0	5.67	0	1.01
ENSG00000254760.1	0	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0
ENSG00000254762.1	0	0	0	0	0	0	0	0	0	0	3.66	26.62	64.18	0	5.73	14
ENSG00000254764.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254765.1	3.67	0.76	0	2.05	0	1.06	1.8	2.28	0	0.4	0	0	0	0	0	0
ENSG00000254767.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254768.6	0	0	0	0	0	0	0	0.24	0	0	0	0	0	1	0	0
ENSG00000254769.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254770.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254771.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254772.10	207.43	103.24	150.52	113.12	143.63	565.84	376.08	256.07	235.12	100.4	240.45	563.73	479.78	624.09	245	223
ENSG00000254775.2	0	0	1.06	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254776.1	1.59	0	0	0.86	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254777.5	0	0	0	0.79	2.55	0.46	0.52	0	0.24	0.57	0	0	0	0	0	2
ENSG00000254779.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254780.1	0	0	0	0	0	0	0	0	0	0	1.08	0	0	0	0	0
ENSG00000254781.1	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254783.1	0	1.72	1.05	1.02	12.37	4.13	4.79	0	1.14	0.76	0	0	0	0	0	0
ENSG00000254784.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254785.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254786.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254787.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254788.7	0	0	0	1.88	0	0	1.84	0	0.36	1.08	0	0	5.26	0	0	0
ENSG00000254789.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254790.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254791.1	0	0	1.72	3.6	0	1.06	1.17	0	0	0	0	0	0	0	0	0
ENSG00000254792.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254793.1	0.3	0	0	0	0	0.2	0	0	0.18	0.97	0	0	2	0	0	0
ENSG00000254794.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254795.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254796.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254798.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254799.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254800.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254801.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254802.1	0	0	0	0	5.79	2.08	2.43	1.71	1.36	0.62	0	0	0	0	0	0
ENSG00000254803.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254804.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254805.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254806.5	0	0	0	0	0	0	0	0	0.41	0	0	0	9.18	0	0	0
ENSG00000254807.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254810.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254811.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254812.1	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0
ENSG00000254813.5	0	0	0	0	0	1.84	0.36	0	0	0	0	0	0	0	0	0
ENSG00000254814.1	0	0	0	0	0	0	0	0	0.13	0	0	0	0.8	0	0	0
ENSG00000254815.6	0	0	0	0	0	0.53	0	0	0	0	2	13	8	0	0	0
ENSG00000254816.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254817.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254818.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254819.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254820.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254821.1	0	0	0	1.9	0	0.39	0	0	0.71	0	0	0	0	0	0	0
ENSG00000254822.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254823.2	5.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254824.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254825.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254826.1	0	0	0	0	0	0.53	0.31	0	0	0	0	0	0	0	0	0
ENSG00000254827.5	0	0	0	0.18	0	0	0	0	0	0	0	0	0	0	4	7
ENSG00000254828.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254829.1	0.05	0	0.59	0.86	0	0	0.41	0	0.49	1.96	0	0	0	2.35	0	0
ENSG00000254830.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254831.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254832.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254833.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254834.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254835.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254836.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254837.2	9.79	4.87	6.12	5.08	0.82	0.75	0	0.98	3.09	1.78	15	24	34	119	2	5
ENSG00000254838.5	0	0.11	0	0	3.56	2.02	1.17	0.24	0.04	0.25	0	3	5	21	1	0
ENSG00000254839.1	0	0	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254840.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254841.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254842.6	0.13	0	0	0	0	0	0.1	0	0	0	0	1	0	0	1	0
ENSG00000254843.1	0	0.28	1.37	1.79	0	0.21	0	0	0.09	0	0	0	1	0	0	0
ENSG00000254844.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254846.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254847.1	0	0	2.69	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000254848.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254850.2	0	0	0	1.79	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254851.1	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0
ENSG00000254852.8	0.55	0.72	1.69	1.52	1.6	0.43	1.85	1.08	1.02	0	0	0	0	12.38	0	0
ENSG00000254853.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254854.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254855.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254856.1	0	0	7.72	0	31.55	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254857.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254858.9	20.58	4.59	6.82	3.13	0	2.61	5.14	0	1.13	0.34	52.56	111.59	96.55	9.47	58	24.67
ENSG00000254859.1	0	3.5	0	0	0	5.58	2.62	0	0.35	0	0	0	0	0	0	0
ENSG00000254860.6	1.53	1.5	1.07	2.75	2.58	1.41	2.27	0	0.3	1.02	0	0	0	0	0	2
ENSG00000254861.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254862.5	0.66	0.13	0.25	0.94	0	0	0	0.49	0.13	0	2	0	1	0	0	0
ENSG00000254863.2	0	0	0	0	0	0	0.19	0	0.73	0	0	0	0	0	0	0
ENSG00000254864.1	0	0	0	0.81	0	0.5	0	0	0.9	0	0	0	0	0	0	0
ENSG00000254865.1	0	0.49	0	0	0	0	0.62	0	0	0	0	0	2	0	0	0
ENSG00000254866.2	0	0	0	0	0	0	0	0	4.79	0	0	0	0	0	0	0
ENSG00000254867.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254870.5	0	0.6	0	2.06	0	0	0.56	0	0	0	0	0	0	0	0	0
ENSG00000254871.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254872.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254873.1	0	0	0	0	0	0	0	0	0	4.45	30.68	75.17	28.63	73.85	0	0
ENSG00000254874.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254876.5	1.7	2.09	3.15	4.26	0.63	1.39	0.85	0.86	0.76	2.42	0	0	1	3	0	0
ENSG00000254877.1	0	0	0	0	0	0.35	0	0	0	0	0	0	0	0	0	0
ENSG00000254878.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000254879.1	0	0	0	3.22	52.94	3.6	1.9	5.37	0	0	0	0	0	0	0	0
ENSG00000254880.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254883.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254884.1	0	0	0	0	0	0.86	0	0	0	0	0	0	0	0	0	0
ENSG00000254885.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000254887.1	0	0	0	0	0	0.62	0.71	0	0	0	0	0	0	0	0	0
ENSG00000254888.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254889.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254890.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
